order_id,product_category,brand,price,discount_percent,discounted_price,quantity_sold,total_revenue,rating,review_count,customer_region,customer_city,payment_method,order_status,shipping_method,customer_segment,sales_channel,device_type,product_condition,seller_type,return_status,delivery_rating,season,promotion_type,membership,gender,delivery_days
10503,Books,Samsung,80432.56,34,53085.49,9,477769.41,4.2,1753,North,Visakhapatnam,Net Banking,Delivered,Same Day,Regular,Desktop Web,Desktop,New,Marketplace,Not Returned,Poor,Winter,No Promotion,Prime,Female,8
10504,Toys,Amazon Basics,80038.17,35,52024.81,9,468223.29,3.6,26248,Central,Mumbai,Cash on Delivery,Cancelled,Express,VIP,Desktop Web,Tablet,Renewed,Amazon,Not Returned,Average,Spring,Bank Offer,Non-Prime,Male,3
10505,Grocery,HP,93591.52,51,45859.84,9,412738.56,2.8,14656,North,Kolkata,Credit Card,Returned,Standard,Regular,Amazon App,Desktop,New,Marketplace,Not Returned,Excellent,Monsoon,Lightning Deal,Non-Prime,Male,2
10506,Electronics,boAt,40441.3,53,19007.41,6,114044.46,2.8,23266,West,Hyderabad,Cash on Delivery,Returned,Express,Premium,Amazon App,Desktop,New,Amazon,Not Returned,Good,Summer,No Promotion,Prime,Female,8
10507,Toys,Samsung,70929.41,27,51778.47,9,466006.23,4.4,10220,North,Vijayawada,Debit Card,Shipped,Standard,Premium,Mobile Web,Tablet,Renewed,Marketplace,Not Returned,Poor,Spring,No Promotion,Prime,Female,5
10508,Fashion,HP,50821.31,38,31509.21,3,94527.63,3.1,18038,Central,Pune,Cash on Delivery,Cancelled,Same Day,Premium,Amazon App,Mobile,Renewed,Marketplace,Returned,Good,Summer,Festival Sale,Non-Prime,Female,9
10509,Toys,HP,80440.47,43,45851.07,5,229255.35,2.6,12741,West,Warangal,Amazon Pay,Cancelled,Standard,Regular,Amazon.in,Desktop,Renewed,Marketplace,Not Returned,Poor,Spring,Festival Sale,Prime,Male,1
10510,Home & Kitchen,Nike,71310.69,3,69171.37,2,138342.74,4.9,4841,East,Bengaluru,Net Banking,Returned,Express,New,Amazon.in,Tablet,New,Amazon,Returned,Poor,Monsoon,Festival Sale,Prime,Male,10
10511,Electronics,Nike,36915.71,9,33593.3,8,268746.4,5.0,36809,East,Chennai,Debit Card,Cancelled,Prime,Regular,Desktop Web,Desktop,New,Amazon,Returned,Poor,Monsoon,Bank Offer,Prime,Female,3
10512,Home & Kitchen,Puma,33799.05,5,32109.1,4,128436.4,3.4,30575,North,Hyderabad,Amazon Pay,Returned,Same Day,New,Amazon.in,Desktop,New,Amazon,Not Returned,Excellent,Spring,Coupon,Prime,Female,5
10513,Grocery,Sony,25392.76,56,11172.81,6,67036.86,2.6,41733,North,Bengaluru,Amazon Pay,Shipped,Express,Premium,Mobile Web,Desktop,New,Amazon,Not Returned,Excellent,Spring,No Promotion,Non-Prime,Female,2
10514,Sports,Puma,57735.28,29,40992.05,6,245952.3,4.3,14418,Central,Delhi,Amazon Pay,Returned,Same Day,VIP,Amazon App,Desktop,Renewed,Marketplace,Returned,Excellent,Spring,Coupon,Prime,Female,3
10515,Home & Kitchen,Philips,96390.52,53,45303.54,5,226517.7,4.6,37185,Central,Chennai,Credit Card,Cancelled,Same Day,New,Amazon App,Desktop,New,Marketplace,Not Returned,Poor,Spring,Coupon,Non-Prime,Female,4
10516,Fashion,boAt,20165.66,45,11091.11,1,11091.11,2.8,41745,South,Bengaluru,Amazon Pay,Cancelled,Express,Premium,Amazon App,Mobile,New,Marketplace,Not Returned,Poor,Spring,Festival Sale,Non-Prime,Other,4
10517,Toys,Philips,9705.19,34,6405.43,7,44838.01,2.8,27881,Central,Mumbai,Credit Card,Returned,Express,Premium,Amazon.in,Mobile,Renewed,Amazon,Returned,Good,Spring,Coupon,Prime,Female,9
10518,Sports,Apple,12115.18,48,6299.89,10,62998.9,4.6,14587,South,Pune,Amazon Pay,Returned,Prime,New,Amazon App,Tablet,New,Amazon,Returned,Average,Monsoon,No Promotion,Non-Prime,Other,1
10519,Toys,Philips,78352.25,42,45444.31,8,363554.48,4.8,22268,West,Bengaluru,UPI,Returned,Same Day,VIP,Desktop Web,Mobile,New,Amazon,Returned,Excellent,Spring,No Promotion,Non-Prime,Male,9
10520,Home & Kitchen,Amazon Basics,35139.46,9,31976.91,1,31976.91,4.5,448,North,Warangal,Debit Card,Processing,Same Day,Premium,Desktop Web,Mobile,Renewed,Marketplace,Not Returned,Poor,Winter,Lightning Deal,Prime,Male,9
10521,Toys,Philips,22590.81,57,9714.05,10,97140.5,3.0,37353,West,Vijayawada,UPI,Cancelled,Express,New,Desktop Web,Mobile,New,Amazon,Not Returned,Good,Monsoon,Bank Offer,Prime,Other,6
10522,Grocery,Puma,35412.84,60,14165.14,7,99155.98,3.5,45519,Central,Mumbai,Amazon Pay,Cancelled,Standard,VIP,Amazon.in,Desktop,New,Amazon,Returned,Good,Summer,Coupon,Prime,Female,1
10523,Sports,Samsung,64603.02,52,31009.45,4,124037.8,4.0,8108,West,Hyderabad,Debit Card,Processing,Express,VIP,Amazon App,Desktop,New,Marketplace,Not Returned,Good,Monsoon,Bank Offer,Non-Prime,Male,6
10524,Grocery,Samsung,54768.36,31,37790.17,6,226741.02,2.9,48302,West,Hyderabad,Debit Card,Returned,Same Day,Premium,Amazon.in,Tablet,New,Marketplace,Returned,Excellent,Summer,Bank Offer,Non-Prime,Female,8
10525,Home & Kitchen,Nike,74409.22,41,43901.44,9,395112.96,3.0,11443,West,Hyderabad,Net Banking,Shipped,Express,Regular,Amazon App,Tablet,Renewed,Amazon,Not Returned,Excellent,Summer,Bank Offer,Non-Prime,Female,5
10526,Grocery,boAt,34038.6,41,20082.77,5,100413.85,3.2,22435,Central,Hyderabad,UPI,Returned,Prime,Regular,Mobile Web,Tablet,New,Marketplace,Returned,Average,Winter,Bank Offer,Non-Prime,Other,5
10527,Fashion,boAt,45311.45,2,44405.22,8,355241.76,3.8,33062,West,Vijayawada,Net Banking,Returned,Standard,Premium,Mobile Web,Desktop,Renewed,Amazon,Not Returned,Good,Spring,No Promotion,Prime,Male,1
10528,Home & Kitchen,Amazon Basics,10375.44,55,4668.95,5,23344.75,3.8,1238,South,Bengaluru,Debit Card,Processing,Express,VIP,Amazon.in,Mobile,New,Marketplace,Returned,Excellent,Spring,Coupon,Non-Prime,Male,1
10529,Home & Kitchen,Puma,7490.25,25,5617.69,2,11235.38,4.5,15321,Central,Kolkata,Credit Card,Cancelled,Prime,Premium,Desktop Web,Mobile,Renewed,Marketplace,Not Returned,Good,Monsoon,Lightning Deal,Prime,Other,8
10530,Home & Kitchen,Nike,46332.07,14,39845.58,4,159382.32,4.4,16074,West,Bengaluru,Debit Card,Returned,Same Day,New,Amazon.in,Desktop,Renewed,Marketplace,Not Returned,Poor,Spring,Bank Offer,Prime,Female,5
10531,Electronics,Apple,30298.34,16,25450.61,2,50901.22,4.8,13049,Central,Delhi,Net Banking,Cancelled,Express,Regular,Desktop Web,Tablet,Renewed,Amazon,Returned,Good,Winter,Lightning Deal,Prime,Female,8
10532,Toys,boAt,61356.5,26,45403.81,7,317826.67,4.6,35584,East,Pune,UPI,Delivered,Same Day,New,Amazon App,Tablet,New,Amazon,Not Returned,Average,Monsoon,No Promotion,Prime,Male,10
10533,Electronics,Samsung,4490.62,17,3727.21,7,26090.47,3.1,1098,South,Chennai,Amazon Pay,Cancelled,Prime,Premium,Desktop Web,Tablet,New,Amazon,Not Returned,Excellent,Monsoon,No Promotion,Non-Prime,Other,2
10534,Electronics,Philips,12351.28,50,6175.64,3,18526.92,3.3,14679,West,Kolkata,Amazon Pay,Shipped,Same Day,Premium,Desktop Web,Desktop,New,Marketplace,Returned,Poor,Monsoon,Festival Sale,Prime,Other,4
10535,Fashion,Philips,86545.04,18,70966.93,7,496768.51,3.8,34505,East,Kolkata,UPI,Shipped,Prime,VIP,Amazon App,Tablet,Renewed,Marketplace,Not Returned,Excellent,Spring,Bank Offer,Non-Prime,Female,10
10536,Sports,Nike,56716.9,11,50478.04,1,50478.04,2.5,35533,East,Bengaluru,Amazon Pay,Returned,Prime,VIP,Mobile Web,Tablet,New,Marketplace,Not Returned,Poor,Spring,Festival Sale,Prime,Female,9
10537,Toys,Puma,71262.04,23,54871.77,1,54871.77,4.8,46998,Central,Kolkata,Amazon Pay,Cancelled,Prime,VIP,Amazon App,Desktop,New,Marketplace,Not Returned,Good,Spring,Lightning Deal,Prime,Other,3
10538,Grocery,Puma,84227.82,4,80858.71,9,727728.39,2.6,11434,East,Visakhapatnam,Net Banking,Returned,Express,New,Amazon.in,Mobile,New,Amazon,Returned,Good,Monsoon,Coupon,Prime,Male,6
10539,Books,Sony,46489.67,23,35797.05,6,214782.3,3.3,44859,South,Visakhapatnam,UPI,Processing,Same Day,VIP,Amazon.in,Desktop,New,Amazon,Returned,Average,Monsoon,Festival Sale,Non-Prime,Female,7
10540,Home & Kitchen,Lenovo,76152.83,26,56353.09,5,281765.45,3.9,33178,South,Delhi,Cash on Delivery,Shipped,Same Day,Premium,Amazon.in,Desktop,Renewed,Amazon,Returned,Average,Summer,No Promotion,Prime,Other,3
10541,Grocery,boAt,52552.64,47,27852.9,6,167117.4,3.8,27575,North,Chennai,Credit Card,Returned,Standard,VIP,Amazon.in,Desktop,Renewed,Marketplace,Returned,Poor,Summer,Bank Offer,Prime,Other,1
10542,Home & Kitchen,Puma,22429.33,29,15924.82,6,95548.92,4.1,19329,South,Warangal,Credit Card,Processing,Standard,Regular,Amazon.in,Desktop,New,Marketplace,Returned,Average,Spring,Lightning Deal,Prime,Other,2
10543,Fashion,Samsung,33897.09,14,29151.5,1,29151.5,3.8,37554,East,Vijayawada,Amazon Pay,Returned,Standard,VIP,Mobile Web,Mobile,New,Amazon,Not Returned,Average,Monsoon,No Promotion,Prime,Male,10
10544,Home & Kitchen,Nike,49135.97,46,26533.42,5,132667.1,3.1,41837,South,Bengaluru,Credit Card,Cancelled,Standard,New,Mobile Web,Tablet,New,Marketplace,Not Returned,Average,Spring,Coupon,Non-Prime,Female,7
10545,Electronics,Apple,31824.18,58,13366.16,9,120295.44,3.0,49938,Central,Vijayawada,UPI,Cancelled,Same Day,Regular,Desktop Web,Desktop,Renewed,Amazon,Returned,Average,Spring,Bank Offer,Non-Prime,Female,7
10546,Toys,Sony,33684.66,37,21221.34,4,84885.36,4.8,18493,North,Warangal,UPI,Cancelled,Prime,Regular,Amazon.in,Mobile,New,Marketplace,Not Returned,Good,Summer,Coupon,Prime,Female,1
10547,Books,HP,33870.8,43,19306.36,3,57919.08,3.2,21830,East,Bengaluru,Debit Card,Cancelled,Prime,Regular,Amazon App,Tablet,Renewed,Marketplace,Not Returned,Average,Winter,Coupon,Prime,Male,10
10548,Beauty,Amazon Basics,12458.43,33,8347.15,1,8347.15,3.2,38603,North,Bengaluru,Debit Card,Delivered,Express,New,Amazon.in,Tablet,Renewed,Amazon,Not Returned,Good,Spring,Bank Offer,Non-Prime,Female,7
10549,Home & Kitchen,Apple,8646.33,26,6398.28,2,12796.56,3.5,34754,East,Chennai,Credit Card,Processing,Prime,Premium,Mobile Web,Tablet,New,Amazon,Not Returned,Good,Winter,Bank Offer,Non-Prime,Female,10
10550,Grocery,HP,4839.3,19,3919.83,3,11759.49,2.8,8126,Central,Vijayawada,Cash on Delivery,Processing,Same Day,VIP,Amazon.in,Desktop,New,Marketplace,Returned,Excellent,Winter,Coupon,Non-Prime,Female,6
10551,Electronics,Philips,11272.43,40,6763.46,4,27053.84,3.8,41838,North,Visakhapatnam,Debit Card,Cancelled,Same Day,Regular,Mobile Web,Desktop,New,Amazon,Returned,Good,Monsoon,Lightning Deal,Prime,Female,6
10552,Beauty,Amazon Basics,34500.97,31,23805.67,7,166639.69,4.2,40068,West,Hyderabad,Debit Card,Delivered,Same Day,Regular,Desktop Web,Tablet,Renewed,Amazon,Not Returned,Good,Monsoon,Bank Offer,Non-Prime,Male,7
10553,Books,boAt,59467.41,3,57683.39,6,346100.34,4.5,22093,East,Vijayawada,UPI,Cancelled,Express,Regular,Desktop Web,Tablet,Renewed,Marketplace,Not Returned,Average,Spring,No Promotion,Prime,Other,7
10554,Beauty,Samsung,18976.06,4,18217.02,8,145736.16,4.3,48316,West,Pune,Cash on Delivery,Delivered,Standard,Premium,Desktop Web,Tablet,New,Marketplace,Returned,Good,Summer,Festival Sale,Non-Prime,Other,1
10555,Electronics,Amazon Basics,88822.28,52,42634.69,9,383712.21,2.9,35171,North,Pune,Amazon Pay,Cancelled,Prime,Premium,Mobile Web,Tablet,Renewed,Marketplace,Not Returned,Poor,Summer,Lightning Deal,Non-Prime,Female,10
10556,Toys,Lenovo,80875.57,57,34776.5,6,208659.0,3.6,8262,West,Bengaluru,Credit Card,Shipped,Same Day,New,Amazon.in,Tablet,New,Amazon,Not Returned,Average,Spring,Bank Offer,Prime,Female,5
10557,Toys,HP,52147.61,7,48497.28,7,339480.96,2.6,43270,West,Hyderabad,Debit Card,Shipped,Same Day,Premium,Amazon.in,Tablet,New,Marketplace,Not Returned,Average,Spring,Bank Offer,Non-Prime,Female,8
10558,Sports,boAt,72475.14,21,57255.36,4,229021.44,2.5,20785,North,Mumbai,Cash on Delivery,Returned,Standard,VIP,Amazon App,Mobile,Renewed,Marketplace,Returned,Average,Summer,Lightning Deal,Prime,Male,8
10559,Toys,Lenovo,36758.59,41,21687.57,2,43375.14,3.6,39469,Central,Warangal,Cash on Delivery,Cancelled,Same Day,New,Mobile Web,Tablet,Renewed,Marketplace,Returned,Excellent,Winter,Festival Sale,Non-Prime,Female,3
10560,Sports,Philips,3869.42,6,3637.25,9,32735.25,3.1,3295,West,Delhi,Credit Card,Processing,Prime,New,Amazon App,Desktop,Renewed,Marketplace,Not Returned,Average,Spring,Coupon,Prime,Male,3
10561,Beauty,Lenovo,90451.42,21,71456.62,9,643109.58,4.2,15687,West,Hyderabad,Cash on Delivery,Returned,Express,VIP,Desktop Web,Desktop,Renewed,Marketplace,Not Returned,Good,Winter,No Promotion,Non-Prime,Female,7
10562,Fashion,Sony,12952.79,45,7124.03,4,28496.12,4.3,45643,Central,Delhi,Cash on Delivery,Shipped,Same Day,VIP,Amazon.in,Desktop,New,Amazon,Not Returned,Poor,Spring,Bank Offer,Non-Prime,Female,4
10563,Grocery,Sony,94803.15,29,67310.24,3,201930.72,4.7,2121,West,Vijayawada,Cash on Delivery,Cancelled,Prime,VIP,Mobile Web,Tablet,New,Marketplace,Not Returned,Average,Spring,Festival Sale,Prime,Other,6
10564,Grocery,Nike,57272.88,36,36654.64,10,366546.4,4.4,3582,West,Vijayawada,Debit Card,Returned,Same Day,New,Amazon App,Desktop,New,Marketplace,Not Returned,Average,Winter,No Promotion,Prime,Female,9
10565,Beauty,Apple,30694.19,15,26090.06,6,156540.36,2.6,47245,West,Delhi,Credit Card,Cancelled,Standard,New,Amazon App,Mobile,Renewed,Amazon,Not Returned,Poor,Winter,Lightning Deal,Prime,Male,10
10566,Home & Kitchen,Apple,49652.36,14,42701.03,3,128103.09,3.4,30280,South,Warangal,Cash on Delivery,Shipped,Same Day,New,Amazon App,Tablet,New,Marketplace,Returned,Average,Summer,Bank Offer,Prime,Other,2
10567,Home & Kitchen,boAt,50261.65,4,48251.18,1,48251.18,3.2,42589,Central,Hyderabad,Cash on Delivery,Returned,Same Day,VIP,Amazon.in,Desktop,Renewed,Marketplace,Returned,Excellent,Spring,Coupon,Non-Prime,Male,2
10568,Toys,Philips,2523.05,2,2472.59,4,9890.36,3.5,38468,West,Mumbai,Debit Card,Shipped,Express,VIP,Amazon.in,Mobile,Renewed,Amazon,Not Returned,Good,Monsoon,Lightning Deal,Non-Prime,Other,6
10569,Grocery,Puma,35673.89,22,27825.63,1,27825.63,2.9,40000,Central,Bengaluru,Credit Card,Delivered,Standard,Regular,Amazon.in,Mobile,Renewed,Marketplace,Returned,Poor,Monsoon,Bank Offer,Non-Prime,Male,3
10570,Grocery,Sony,74037.61,60,29615.04,2,59230.08,2.7,37056,East,Chennai,UPI,Shipped,Standard,Premium,Mobile Web,Desktop,New,Amazon,Not Returned,Poor,Spring,Festival Sale,Non-Prime,Other,1
10571,Sports,boAt,51103.91,9,46504.56,3,139513.68,3.8,31672,East,Vijayawada,Debit Card,Cancelled,Express,Regular,Amazon.in,Mobile,Renewed,Marketplace,Not Returned,Excellent,Spring,No Promotion,Non-Prime,Male,2
10572,Fashion,Puma,24573.17,4,23590.24,8,188721.92,4.3,1085,West,Pune,Credit Card,Processing,Same Day,VIP,Mobile Web,Desktop,Renewed,Amazon,Returned,Good,Spring,No Promotion,Non-Prime,Male,7
10573,Electronics,Apple,33642.96,22,26241.51,10,262415.1,4.3,15891,Central,Warangal,Cash on Delivery,Shipped,Prime,New,Amazon App,Mobile,Renewed,Amazon,Returned,Excellent,Winter,Bank Offer,Prime,Female,4
10574,Home & Kitchen,Nike,86331.83,14,74245.37,4,296981.48,3.6,15600,Central,Chennai,Credit Card,Processing,Standard,VIP,Amazon App,Tablet,Renewed,Marketplace,Not Returned,Good,Monsoon,Lightning Deal,Non-Prime,Other,2
10575,Grocery,Lenovo,52648.86,17,43698.55,4,174794.2,3.8,32458,Central,Mumbai,Credit Card,Delivered,Standard,Premium,Desktop Web,Tablet,Renewed,Amazon,Not Returned,Excellent,Monsoon,Coupon,Non-Prime,Other,8
10576,Sports,Sony,52928.54,24,40225.69,10,402256.9,3.8,8645,South,Kolkata,Amazon Pay,Returned,Same Day,Regular,Amazon.in,Tablet,Renewed,Amazon,Returned,Average,Monsoon,Festival Sale,Prime,Female,4
10577,Books,boAt,96153.45,7,89422.71,9,804804.39,4.2,41578,East,Bengaluru,Credit Card,Returned,Same Day,Regular,Amazon App,Tablet,Renewed,Marketplace,Returned,Excellent,Spring,Bank Offer,Non-Prime,Male,4
10578,Sports,Amazon Basics,32222.96,30,22556.07,7,157892.49,2.6,41596,Central,Vijayawada,UPI,Processing,Standard,New,Amazon.in,Tablet,Renewed,Marketplace,Not Returned,Poor,Winter,Festival Sale,Non-Prime,Male,2
10579,Home & Kitchen,Puma,48057.2,20,38445.76,2,76891.52,4.3,4874,Central,Bengaluru,Credit Card,Returned,Same Day,Regular,Mobile Web,Desktop,Renewed,Amazon,Not Returned,Poor,Spring,No Promotion,Non-Prime,Other,1
10580,Home & Kitchen,Lenovo,81208.02,1,80395.94,3,241187.82,4.0,13767,South,Chennai,UPI,Shipped,Prime,Regular,Amazon App,Tablet,Renewed,Marketplace,Not Returned,Poor,Summer,Coupon,Prime,Male,1
10581,Sports,Sony,75938.44,21,59991.37,4,239965.48,3.0,26825,South,Bengaluru,Cash on Delivery,Processing,Standard,VIP,Amazon.in,Tablet,Renewed,Amazon,Returned,Excellent,Summer,Festival Sale,Prime,Other,3
10582,Electronics,Apple,26725.78,7,24854.98,4,99419.92,2.6,10913,Central,Kolkata,UPI,Cancelled,Prime,Regular,Amazon App,Tablet,Renewed,Amazon,Not Returned,Poor,Monsoon,Bank Offer,Non-Prime,Other,6
10583,Beauty,Philips,15277.89,22,11916.75,10,119167.5,2.8,16215,North,Chennai,Cash on Delivery,Shipped,Prime,Regular,Amazon App,Tablet,New,Marketplace,Returned,Poor,Spring,Coupon,Prime,Male,7
10584,Home & Kitchen,Puma,70129.32,31,48389.23,8,387113.84,3.8,18733,Central,Vijayawada,Cash on Delivery,Shipped,Same Day,Regular,Amazon.in,Mobile,New,Marketplace,Not Returned,Average,Summer,Lightning Deal,Non-Prime,Male,9
10585,Sports,Apple,25913.09,7,24099.17,10,240991.7,4.4,14332,Central,Hyderabad,UPI,Shipped,Prime,New,Amazon App,Tablet,Renewed,Amazon,Returned,Average,Summer,Bank Offer,Non-Prime,Male,5
10586,Grocery,Sony,92282.05,3,89513.59,10,895135.9,3.3,4432,South,Pune,Debit Card,Cancelled,Same Day,New,Amazon App,Tablet,Renewed,Marketplace,Returned,Good,Spring,Festival Sale,Non-Prime,Female,9
10587,Sports,Puma,13097.92,29,9299.52,6,55797.12,3.4,22559,South,Chennai,Net Banking,Delivered,Express,VIP,Amazon App,Desktop,Renewed,Marketplace,Returned,Good,Winter,Coupon,Prime,Other,8
10588,Fashion,Lenovo,31966.86,18,26212.83,3,78638.49,4.8,26570,Central,Visakhapatnam,Credit Card,Returned,Same Day,Regular,Amazon App,Mobile,New,Amazon,Returned,Good,Spring,Bank Offer,Non-Prime,Male,1
10589,Beauty,Sony,5666.77,22,4420.08,9,39780.72,3.0,40033,Central,Kolkata,Amazon Pay,Processing,Prime,New,Mobile Web,Desktop,New,Amazon,Not Returned,Excellent,Spring,Coupon,Non-Prime,Female,3
10590,Books,HP,70388.87,17,58422.76,10,584227.6,2.8,6103,Central,Chennai,Net Banking,Delivered,Express,New,Amazon App,Tablet,New,Amazon,Returned,Good,Winter,Coupon,Non-Prime,Male,8
10591,Electronics,boAt,89147.01,52,42790.56,8,342324.48,3.4,43780,South,Chennai,Credit Card,Processing,Same Day,VIP,Desktop Web,Desktop,Renewed,Amazon,Returned,Excellent,Monsoon,Coupon,Non-Prime,Other,9
10592,Toys,Lenovo,63659.28,28,45834.68,9,412512.12,4.4,15900,Central,Visakhapatnam,Credit Card,Returned,Prime,Premium,Amazon App,Desktop,Renewed,Amazon,Returned,Excellent,Monsoon,Festival Sale,Non-Prime,Female,4
10593,Books,Puma,93786.75,22,73153.67,5,365768.35,4.1,2031,Central,Vijayawada,Cash on Delivery,Cancelled,Standard,Regular,Amazon.in,Tablet,Renewed,Amazon,Not Returned,Good,Monsoon,Bank Offer,Prime,Other,6
10594,Beauty,Philips,13023.7,32,8856.12,3,26568.36,3.5,17633,West,Chennai,Credit Card,Shipped,Standard,New,Desktop Web,Mobile,Renewed,Marketplace,Not Returned,Good,Winter,No Promotion,Non-Prime,Male,4
10595,Beauty,Apple,8954.85,51,4387.88,4,17551.52,4.9,23192,North,Pune,Amazon Pay,Shipped,Same Day,VIP,Mobile Web,Mobile,New,Amazon,Not Returned,Excellent,Summer,No Promotion,Prime,Male,9
10596,Beauty,Amazon Basics,83872.59,46,45291.2,5,226456.0,4.3,19940,East,Bengaluru,Credit Card,Cancelled,Same Day,VIP,Desktop Web,Desktop,Renewed,Marketplace,Not Returned,Average,Winter,Festival Sale,Non-Prime,Male,2
10597,Books,Apple,85579.02,17,71030.59,9,639275.31,2.7,41287,North,Vijayawada,UPI,Delivered,Standard,VIP,Desktop Web,Tablet,New,Marketplace,Not Returned,Poor,Spring,Festival Sale,Prime,Female,6
10598,Grocery,Puma,83136.74,53,39074.27,9,351668.43,4.4,8988,West,Pune,Net Banking,Delivered,Prime,New,Desktop Web,Desktop,New,Amazon,Not Returned,Poor,Winter,Coupon,Non-Prime,Female,3
10599,Beauty,Apple,79935.7,43,45563.35,3,136690.05,2.6,38067,East,Vijayawada,UPI,Processing,Prime,Regular,Amazon.in,Desktop,Renewed,Marketplace,Returned,Poor,Summer,Bank Offer,Non-Prime,Female,10
10600,Sports,boAt,36349.39,32,24717.59,7,173023.13,4.1,12952,Central,Pune,Amazon Pay,Cancelled,Prime,Premium,Amazon.in,Desktop,New,Amazon,Returned,Average,Summer,Bank Offer,Prime,Female,4
10601,Books,Sony,21901.72,6,20587.62,6,123525.72,3.0,27369,West,Kolkata,Credit Card,Delivered,Same Day,Regular,Amazon.in,Tablet,New,Marketplace,Returned,Excellent,Spring,Lightning Deal,Prime,Male,2
10602,Toys,Amazon Basics,92893.64,50,46446.82,4,185787.28,4.2,35862,Central,Pune,Amazon Pay,Cancelled,Express,VIP,Mobile Web,Tablet,New,Amazon,Not Returned,Good,Monsoon,Lightning Deal,Non-Prime,Male,8
10603,Beauty,Samsung,30837.62,27,22511.46,5,112557.3,3.3,2977,South,Delhi,Cash on Delivery,Returned,Express,VIP,Amazon.in,Mobile,New,Amazon,Returned,Excellent,Summer,No Promotion,Prime,Male,10
10604,Sports,Puma,39960.09,0,39960.09,10,399600.9,4.7,38493,West,Pune,UPI,Shipped,Express,Premium,Amazon.in,Tablet,Renewed,Amazon,Returned,Excellent,Summer,Lightning Deal,Prime,Female,8
10605,Grocery,Nike,70014.98,55,31506.74,2,63013.48,3.3,1268,South,Hyderabad,UPI,Shipped,Express,Regular,Desktop Web,Desktop,Renewed,Amazon,Not Returned,Good,Summer,Lightning Deal,Non-Prime,Female,1
10606,Fashion,Samsung,29475.94,38,18275.08,7,127925.56,4.0,48929,West,Hyderabad,Debit Card,Shipped,Express,VIP,Amazon.in,Desktop,New,Marketplace,Returned,Average,Spring,No Promotion,Non-Prime,Male,10
10607,Grocery,Apple,81948.2,33,54905.29,4,219621.16,3.2,16756,West,Warangal,Credit Card,Cancelled,Same Day,VIP,Amazon App,Mobile,Renewed,Marketplace,Not Returned,Poor,Summer,No Promotion,Non-Prime,Male,6
10608,Toys,Puma,7188.46,38,4456.85,2,8913.7,4.8,20764,South,Delhi,Cash on Delivery,Cancelled,Same Day,Regular,Amazon.in,Tablet,New,Marketplace,Returned,Poor,Monsoon,Lightning Deal,Non-Prime,Female,1
10609,Beauty,HP,79159.03,18,64910.4,6,389462.4,4.5,40385,East,Delhi,UPI,Processing,Express,VIP,Mobile Web,Desktop,Renewed,Marketplace,Not Returned,Excellent,Spring,Bank Offer,Non-Prime,Other,6
10610,Toys,Nike,60263.76,30,42184.63,2,84369.26,3.1,15032,North,Bengaluru,UPI,Shipped,Same Day,Regular,Mobile Web,Mobile,Renewed,Marketplace,Not Returned,Average,Monsoon,Lightning Deal,Prime,Male,7
10611,Books,Amazon Basics,57383.77,12,50497.72,10,504977.2,4.9,29478,Central,Delhi,Cash on Delivery,Processing,Same Day,VIP,Amazon App,Mobile,Renewed,Amazon,Not Returned,Poor,Summer,Coupon,Non-Prime,Male,2
10612,Home & Kitchen,Philips,45945.03,56,20215.81,2,40431.62,3.4,45702,West,Bengaluru,Amazon Pay,Shipped,Express,Regular,Mobile Web,Desktop,Renewed,Amazon,Returned,Average,Summer,Coupon,Prime,Male,9
10613,Beauty,HP,27848.15,23,21443.08,7,150101.56,4.1,11885,Central,Warangal,Amazon Pay,Processing,Prime,Premium,Mobile Web,Desktop,Renewed,Amazon,Returned,Good,Monsoon,Coupon,Non-Prime,Female,8
10614,Home & Kitchen,Samsung,46513.21,4,44652.68,1,44652.68,4.4,9796,South,Warangal,Credit Card,Processing,Same Day,VIP,Desktop Web,Tablet,New,Amazon,Not Returned,Excellent,Spring,Festival Sale,Non-Prime,Male,9
10615,Sports,Sony,45111.85,22,35187.24,7,246310.68,2.6,39047,Central,Kolkata,Debit Card,Returned,Prime,Premium,Amazon App,Mobile,Renewed,Amazon,Not Returned,Excellent,Spring,Coupon,Prime,Male,10
10616,Fashion,boAt,58457.67,18,47935.29,10,479352.9,4.9,32863,South,Hyderabad,UPI,Processing,Same Day,VIP,Desktop Web,Desktop,New,Marketplace,Returned,Average,Monsoon,Bank Offer,Non-Prime,Male,4
10617,Electronics,Philips,28300.11,0,28300.11,5,141500.55,3.4,15478,Central,Pune,Debit Card,Cancelled,Same Day,VIP,Desktop Web,Mobile,New,Amazon,Returned,Poor,Summer,Festival Sale,Prime,Male,4
10618,Toys,HP,7943.04,32,5401.27,1,5401.27,3.0,32117,North,Pune,Amazon Pay,Processing,Express,New,Amazon.in,Tablet,Renewed,Amazon,Not Returned,Average,Winter,Festival Sale,Prime,Male,8
10619,Grocery,Sony,14678.93,58,6165.15,6,36990.9,4.6,20753,North,Visakhapatnam,Amazon Pay,Shipped,Same Day,Regular,Amazon App,Desktop,New,Marketplace,Returned,Good,Monsoon,Coupon,Prime,Other,1
10620,Fashion,Sony,69976.91,49,35688.22,7,249817.54,4.3,20325,North,Visakhapatnam,Net Banking,Processing,Standard,Premium,Amazon.in,Tablet,Renewed,Marketplace,Returned,Poor,Monsoon,Lightning Deal,Non-Prime,Other,8
